id,Task-ID,sequence,p1_rt,p2_rt,task,choices,response,question,rt_ms,response_type,domain,age,education,gender,handedness,maths_good,(1-7)motivation-serious,(1-7)motivation-intuition,(1-7)motivation-logical,(1-7)motivation-exhausted,(1-7)motivation-like,navigator_good,orientation_good,profession,thought_process
4,31,12,11637,5912,south-east;bridge;gym/west;gym;market,south;market;bridge|north;market;bridge|east;market;bridge|west;market;bridge|south-east;market;bridge|south-west;market;bridge|north-east;market;bridge|north-west;market;bridge,north;market;bridge,The market is _____ of the bridge.,17130,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,32,34,8224,7295,south-east;school;bridge/north-west;bridge;mall,south;mall;school|north;mall;school|east;mall;school|west;mall;school|south-east;mall;school|south-west;mall;school|north-east;mall;school|north-west;mall;school,south;mall;school,The mall is _____ of the school.,4866,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,33,42,8058,5265,south;gym;bridge/north;bridge;school,south;school;gym|north;school;gym|east;school;gym|west;school;gym|south-east;school;gym|south-west;school;gym|north-east;school;gym|north-west;school;gym,west;school;gym,The school is _____ of the gym.,3130,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,34,8,400,9712,south;bar;station/north-east;station;gym,south;gym;bar|north;gym;bar|east;gym;bar|west;gym;bar|south-east;gym;bar|south-west;gym;bar|north-east;gym;bar|north-west;gym;bar,south;gym;bar,The gym is _____ of the bar.,5586,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,35,57,4471,6583,south;hotel;store/east;store;bank,south;bank;hotel|north;bank;hotel|east;bank;hotel|west;bank;hotel|south-east;bank;hotel|south-west;bank;hotel|north-east;bank;hotel|north-west;bank;hotel,north-west;bank;hotel,The bank is _____ of the hotel.,2802,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,36,56,6441,5136,south;store;church/south-east;church;bridge,south;bridge;store|north;bridge;store|east;bridge;store|west;bridge;store|south-east;bridge;store|south-west;bridge;store|north-east;bridge;store|north-west;bridge;store,north-west;bridge;store,The bridge is _____ of the store.,2851,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,37,7,3013,5871,south;bank;museum/south;museum;station,south;station;bank|north;station;bank|east;station;bank|west;station;bank|south-east;station;bank|south-west;station;bank|north-east;station;bank|north-west;station;bank,north;station;bank,The station is _____ of the bank.,4203,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,38,44,4819,8713,south;gym;bar/south-west;bar;station,south;station;gym|north;station;gym|east;station;gym|west;station;gym|south-east;station;gym|south-west;station;gym|north-east;station;gym|north-west;station;gym,north-east;station;gym,The station is _____ of the gym.,6449,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,39,27,8122,4319,south;market;station/west;station;bridge,south;bridge;market|north;bridge;market|east;bridge;market|west;bridge;market|south-east;bridge;market|south-west;bridge;market|north-east;bridge;market|north-west;bridge;market,north-east;bridge;market,The bridge is _____ of the market.,4595,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,4,61,5092,4535,north;school;mall/south-east;mall;gym,south;gym;school|north;gym;school|east;gym;school|west;gym;school|south-east;gym;school|south-west;gym;school|north-east;gym;school|north-west;gym;school,west;gym;school,The gym is _____ of the school.,2746,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,40,18,5982,8720,south;bank;school/north-west;school;church,south;church;bank|north;church;bank|east;church;bank|west;church;bank|south-east;church;bank|south-west;church;bank|north-east;church;bank|north-west;church;bank,east;church;bank,The church is _____ of the bank.,3075,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,41,9,6983,10351,south-west;bridge;museum/north;museum;station,south;station;bridge|north;station;bridge|east;station;bridge|west;station;bridge|south-east;station;bridge|south-west;station;bridge|north-east;station;bridge|north-west;station;bridge,east;station;bridge,The station is _____ of the bridge.,5106,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,42,58,10843,6401,south-west;museum;bank/north-east;bank;church,south;church;museum|north;church;museum|east;church;museum|west;church;museum|south-east;church;museum|south-west;church;museum|north-east;church;museum|north-west;church;museum,north;church;museum,The church is _____ of the museum.,1506,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,43,62,7783,4488,south-west;market;gym/east;gym;hotel,south;hotel;market|north;hotel;market|east;hotel;market|west;hotel;market|south-east;hotel;market|south-west;hotel;market|north-east;hotel;market|north-west;hotel;market,north;hotel;market,The hotel is _____ of the market.,2707,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,44,20,9876,11632,south-west;market;gym/south-east;gym;school,south;school;market|north;school;market|east;school;market|west;school;market|south-east;school;market|south-west;school;market|north-east;school;market|north-west;school;market,north;school;market,The school is _____ of the market.,2172,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,45,46,6518,4406,south-west;hotel;bank/south;bank;market,south;market;hotel|north;market;hotel|east;market;hotel|west;market;hotel|south-east;market;hotel|south-west;market;hotel|north-east;market;hotel|north-west;market;hotel,north-east;market;hotel,The market is _____ of the hotel.,4027,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,46,47,7282,5488,south-west;museum;station/south-west;station;bridge,south;bridge;museum|north;bridge;museum|east;bridge;museum|west;bridge;museum|south-east;bridge;museum|south-west;bridge;museum|north-east;bridge;museum|north-west;bridge;museum,north-east;bridge;museum,The bridge is _____ of the museum.,3275,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,47,13,10000,5201,south-west;bank;hotel/west;hotel;store,south;store;bank|north;store;bank|east;store;bank|west;store;bank|south-east;store;bank|south-west;store;bank|north-east;store;bank|north-west;store;bank,north-east;store;bank,The store is _____ of the bank.,7762,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,48,11,37792,9096,south-west;school;hotel/north-west;hotel;bar,south;bar;school|north;bar;school|east;bar;school|west;bar;school|south-east;bar;school|south-west;bar;school|north-east;bar;school|north-west;bar;school,east;bar;school,The bar is _____ of the school.,4281,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,49,32,7318,3608,west;bridge;station/north;station;museum,south;museum;bridge|north;museum;bridge|east;museum;bridge|west;museum;bridge|south-east;museum;bridge|south-west;museum;bridge|north-east;museum;bridge|north-west;museum;bridge,south-east;museum;bridge,The museum is _____ of the bridge.,4107,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,5,14,8224,9342,north;bank;mall/south;mall;hotel,south;hotel;bank|north;hotel;bank|east;hotel;bank|west;hotel;bank|south-east;hotel;bank|south-west;hotel;bank|north-east;hotel;bank|north-west;hotel;bank,north;hotel;bank,The hotel is _____ of the bank.,10083,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,50,5,7247,7184,west;market;bank/north-east;bank;store,south;store;market|north;store;market|east;store;market|west;store;market|south-east;store;market|south-west;store;market|north-east;store;market|north-west;store;market,south;store;market,The store is _____ of the market.,14386,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,51,45,79518,7071,west;station;bank/east;bank;gym,south;gym;station|north;gym;station|east;gym;station|west;gym;station|south-east;gym;station|south-west;gym;station|north-east;gym;station|north-west;gym;station,east;gym;station,The gym is _____ of the station.,5450,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,52,28,5019,6032,west;museum;bank/south-east;bank;store,south;store;museum|north;store;museum|east;store;museum|west;store;museum|south-east;store;museum|south-west;store;museum|north-east;store;museum|north-west;store;museum,north;store;museum,The store is _____ of the museum.,2274,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,53,38,6475,4342,west;store;hotel/south;hotel;bank,south;bank;store|north;bank;store|east;bank;store|west;bank;store|south-east;bank;store|south-west;bank;store|north-east;bank;store|north-west;bank;store,north-east;bank;store,The bank is _____ of the store.,3675,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,54,15,7359,4656,west;mall;bridge/south-west;bridge;hotel,south;hotel;mall|north;hotel;mall|east;hotel;mall|west;hotel;mall|south-east;hotel;mall|south-west;hotel;mall|north-east;hotel;mall|north-west;hotel;mall,north-east;hotel;mall,The hotel is _____ of the mall.,7100,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,55,21,6073,5537,west;bar;church/west;church;school,south;school;bar|north;school;bar|east;school;bar|west;school;bar|south-east;school;bar|south-west;school;bar|north-east;school;bar|north-west;school;bar,east;school;bar,The school is _____ of the bar.,2770,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,56,31,8644,10599,west;mall;church/north-west;church;bridge,south;bridge;mall|north;bridge;mall|east;bridge;mall|west;bridge;mall|south-east;bridge;mall|south-west;bridge;mall|north-east;bridge;mall|north-west;bridge;mall,south-east;bridge;mall,The bridge is _____ of the mall.,4187,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,57,16,8211,3703,north-west;museum;bank/north;bank;hotel,south;hotel;museum|north;hotel;museum|east;hotel;museum|west;hotel;museum|south-east;hotel;museum|south-west;hotel;museum|north-east;hotel;museum|north-west;hotel;museum,south-east;hotel;museum,The hotel is _____ of the museum.,5212,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,58,49,7131,7280,north-west;store;bar/north-east;bar;museum,south;museum;store|north;museum;store|east;museum;store|west;museum;store|south-east;museum;store|south-west;museum;store|north-east;museum;store|north-west;museum;store,south-west;museum;store,The museum is _____ of the store.,5316,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,59,50,5786,4280,north-west;school;mall/east;mall;church,south;church;school|north;church;school|east;church;school|west;church;school|south-east;church;school|south-west;church;school|north-east;church;school|north-west;church;school,south;church;school,The church is _____ of the school.,2627,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,6,25,24473,5535,north;gym;school/south-west;school;museum,south;museum;gym|north;museum;gym|east;museum;gym|west;museum;gym|south-east;museum;gym|south-west;museum;gym|north-east;museum;gym|north-west;museum;gym,east;museum;gym,The museum is _____ of the gym.,3388,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
4,60,30,54060,11750,north-west;store;bridge/south-east;bridge;hotel,south;hotel;store|north;hotel;store|east;hotel;store|west;hotel;store|south-east;hotel;store|south-west;hotel;store|north-east;hotel;store|north-west;hotel;store,north;hotel;store,The hotel is _____ of the store.,10643,single_choice,relational,32,High School,female,left,no,6,5,7,4,5,no,no,Clerical,I just tried to work it out as well as I could
